PLAYER,POS,BODY FAT %,HAND LENGTH (inches),HAND WIDTH (inches),HEIGHT W/O SHOES,HEIGHT W/ SHOES,STANDING REACH,WEIGHT (LBS),WINGSPAN,SEASON
Robert Jackson,PF-C,15.90%,-,-,6' 7.75'',,8' 11.5'',254.0,7' 0'',2003-2004
LeBron James,SF-SG,6.70%,-,-,6' 7.25'',,8' 10.25'',245.0,7' 0.25'',2003-2004
Britton Johnsen,SF-PF,7.30%,-,-,6' 10'',,8' 11.5'',212.0,6' 10.75'',2003-2004
James Jones,SF,6.70%,-,-,6' 7.25'',,8' 11.5'',218.0,7' 2.5'',2003-2004
Dahntay Jones,SG-SF,2.60%,-,-,6' 4.75'',,8' 6.5'',214.0,6' 9'',2003-2004
Chris Kaman,C-PF,16.30%,-,-,6' 11.5'',,9' 2.5'',252.0,6' 11.75'',2003-2004
Jason Kapono,SG-SF,11.70%,-,-,6' 6.5'',,8' 6'',215.0,6' 6.5'',2003-2004
Jason Keep,C-PF,8.60%,-,-,6' 9.75'',,8' 10.5'',270.0,7' 0.5'',2003-2004
Bernard King,SG-PG,12.90%,-,-,6' 3.75'',,8' 2.5'',200.0,6' 5.5'',2003-2004
Brandin Knight,PG,10.50%,-,-,5' 11.75'',,7' 11.5'',190.0,6' 6'',2003-2004
Kyle Korver,SF,6.70%,-,-,6' 6.25'',,8' 6.5'',211.0,6' 9.5'',2003-2004
James Lang,C-PF,21.40%,-,-,6' 8.25'',,9' 2'',316.0,7' 6.25'',2003-2004
Donald Little,PF-C,7.30%,-,-,6' 9.5'',,8' 1'',229.0,7' 3'',2003-2004
Chris Marcus,C,23.10%,-,-,7' 0'',,9' 6'',334.0,7' 8'',2003-2004
Chris Massie,PF-C,14.80%,-,-,6' 6.5'',,8' 10.5'',259.0,7' 1'',2003-2004
Will McDonald,C-PF,13.60%,-,-,6' 9.5'',,9' 1.5'',258.0,7' 3.5'',2003-2004
Darko Milicic,PF,8.00%,-,-,6' 11.5'',,9' 3.5'',250.0,7' 5'',2003-2004
Jeff Newton,PF,5.30%,-,-,6' 8'',,8' 10'',199.0,7' 1'',2003-2004
Uche Nsonwu-Amadi,PF-C,6.00%,-,-,6' 7.75'',,8' 10.5'',246.0,7' 3.75'',2003-2004
Ugonna Okyekwe,SF,4.30%,-,-,6' 7.25'',,9' 1'',228.0,7' 3'',2003-2004
Marlon Parmer,PG,9.30%,-,-,6' 0.75'',,8' 1'',184.0,6' 3.5'',2003-2004
Stephane Pelle,PF-SF,12.40%,-,-,6' 7'',,8' 11'',246.0,7' 2'',2003-2004
Kirk Penney,SG-SF,8.00%,-,-,6' 5'',,8' 1'',218.0,6' 5.25'',2003-2004
Pavel Podkolzin,C,16.30%,-,-,7' 3.5'',,9' 8'',303.0,7' 5.75'',2003-2004
Josh Powell,PF-SF,8.00%,-,-,6' 8'',,8' 11.5'',227.0,7' 1'',2003-2004
Hollis Price,PG-SG,7.30%,-,-,5' 11.5'',,7' 10.5'',165.0,6' 4.5'',2003-2004
Luke Ridnour,PG,5.30%,-,-,6' 1'',,7' 11.5'',167.0,6' 3'',2003-2004
Joe Shipp,SG,11.70%,-,-,6' 4'',,8' 7'',224.0,6' 10'',2003-2004
Ron Slay,SF-PF,16.30%,-,-,6' 6'',,8' 7.5'',236.0,6' 10'',2003-2004
Theron Smith,PF-SF,9.30%,-,-,6' 6.5'',,8' 8.5'',234.0,6' 10.25'',2003-2004
Tommy Smith,PF-SF,6.70%,-,-,6' 9'',,8' 11.5'',200.0,7' 2.5'',2003-2004
Marvin Stone,C-PF,17.40%,-,-,6' 9.5'',,9' 1.5'',261.0,7' 3.5'',2003-2004
Michael Sweetney,PF,14.10%,-,-,6' 7.25'',,8' 11.5'',262.0,7' 1'',2003-2004
Sasha Vujacic,PG-SG,14.10%,-,-,6' 5.5'',,8' 5'',193.0,6' 5.5'',2003-2004
Dwyane Wade,SG-SF,6.70%,-,-,6' 3.75'',,8' 6'',212.0,6' 10.75'',2003-2004
Wayne Wallace,PF,4.60%,-,-,6' 7.25'',,9' 0'',187.0,7' 2'',2003-2004
Luke Walton,SF-PF,9.30%,-,-,6' 7.75'',,8' 8'',235.0,6' 8.5'',2003-2004
David West,PF-SF,8.00%,-,-,6' 8.25'',,9' 0.25'',226.0,7' 4.25'',2003-2004
Mo Williams,PG-SG,6.70%,-,-,6' 0.75'',,8' 2.5'',189.0,6' 5.5'',2003-2004
Wesley Wilson,C-PF,12.40%,-,-,6' 10.25'',,9' 2.5'',257.0,7' 3'',2003-2004
Doug Wrenn,SF-PF,7.30%,-,-,6' 5.75'',,8' 4.5'',220.0,7' 7.5'',2003-2004
Derrick Zimmerman,PG,5.30%,-,-,6' 1'',,8' .25'',190.0,6' 9'',2003-2004
Tony Allen,SG,6.70%,-,-,6' 3.5'',6' 4.25'',8' 6'',214.0,6' 9'',2004-2005
Trevor Ariza,SG-SF,8.00%,-,-,6' 7'',6' 8.25'',8' 11.5'',201.0,7' 2'',2004-2005
Andre Barrett,PG,6.70%,-,-,5' 8.75'',5' 9.75'',7' 8'',171.0,6' 1'',2004-2005
Brandon Bass,PF,9.30%,-,-,6' 6.25'',6' 7.25'',8' 10.5'',246.0,7' 2.5'',2004-2005
Andris Biedrins,C,9.30%,-,-,,,,-,,2004-2005
Tony Bobbitt,SG,7.30%,-,-,6' 2.75'',6' 4'',8' 4'',185.0,6' 7'',2004-2005
Brian Boddicker,SF-PF,11.20%,-,-,6' 7.5'',6' 8.75'',8' 9.5'',230.0,6' 10'',2004-2005
Tim Bowers,PG-SG,2.60%,-,-,6' 0.5'',6' 1.75'',8' 2'',181.0,6' 9'',2004-2005
Andre Brown,PF-C,6.00%,-,-,6' 8'',6' 9.5'',8' 11'',236.0,6' 11'',2004-2005
Antonio Burks,PG,9.90%,-,-,6' 0'',6' 0.75'',8' 0.5'',191.0,6' 6.5'',2004-2005
Jackie Butler,C,16.30%,-,-,6' 8'',6' 9.5'',9' 1'',263.0,7' 1.5'',2004-2005
Aleksandar Capin,PG,9.30%,-,-,6' 0'',6' 1.25'',7' 10'',176.0,6' 1.5'',2004-2005
Ales Chan,C,14.80%,-,-,7' 0'',7' 2'',9' 5'',255.0,7' 3'',2004-2005
Josh Childress,SG-SF,9.30%,-,-,6' 5.75'',6' 7.25'',8' 9'',196.0,6' 11'',2004-2005
TJ Cummings,SF,6.70%,-,-,6' 7.5'',6' 8.75'',8' 10.5'',215.0,6' 9.5'',2004-2005
Erik Daniels,SF-PF,18.50%,-,-,6' 6.25'',6' 7.5'',8' 10'',223.0,6' 11'',2004-2005
Luol Deng,SF,6.70%,-,-,6' 7'',6' 8'',9' 0.5'',220.0,7' 0.5'',2004-2005
Marcus Douthit,C-PF,13.70%,-,-,6' 9.5'',6' 11'',9' 3.5'',223.0,7' 4'',2004-2005
Chris Duhon,PG,6.70%,-,-,6' 0'',6' 1.25'',8' 2'',193.0,6' 6.5'',2004-2005
John Edwards,C,14.10%,-,-,6' 11.25'',7' 1'',9' 5'',264.0,7' 4.5'',2004-2005
Andre Emmett,SG-SF,6.70%,-,-,6' 3.5'',6' 4.5'',8' 4'',216.0,6' 9'',2004-2005
Desmon Farmer,SG,5.30%,-,-,6' 4.5'',6' 5.75'',8' 7'',214.0,6' 8.5'',2004-2005
Luis Flores,PG-SG,6.00%,-,-,6' 0.5'',6' 1.75'',8' 2.5'',202.0,6' 7.5'',2004-2005
Matt Freije,SF-PF,10.80%,-,-,6' 8.25'',6' 9.5'',9' 0.5'',234.0,7' 1'',2004-2005
Chris Garnett,C-PF,14.80%,-,-,6' 8.25'',6' 9.75'',9' 0'',260.0,7' 1'',2004-2005
Ryan Gomes,SF-PF,-%,-,-,6' 6.5'',6' 7.75'',8' 10.5'',248.0,7' 2'',2004-2005
Ben Gordon,PG-SG,5.30%,-,-,6' 1'',6' 2.25'',8' 3'',192.0,6' 8.5'',2004-2005
Devin Harris,PG,5.30%,-,-,6' 1.75'',6' 3'',8' 2.5'',170.0,6' 7.5'',2004-2005
Dwight Howard,PF-C,10.50%,-,-,6' 9'',6' 10.25'',9' 3.5'',240.0,7' 4.5'',2004-2005
Rolando Howell,PF,11.70%,-,-,6' 7.5'',6' 8.5'',8' 11'',229.0,7' 0.5'',2004-2005
Kris Humphries,PF,6.70%,-,-,6' 8.25'',6' 9.5'',8' 10.5'',238.0,7' 0.5'',2004-2005
Andre Iguodala,SG-SF,6.70%,-,-,6' 5.75'',6' 6.75'',8' 9.5'',217.0,6' 11'',2004-2005
Martin Iti,C-PF,10.50%,-,-,6' 8.5'',6' 9.75'',9' 3.5'',233.0,7' 5'',2004-2005
Luke Jackson,SF-SG,8.00%,-,-,6' 6'',6' 7'',8' 7'',212.0,6' 8.5'',2004-2005
Al Jefferson,PF-SF,10.50%,-,-,6' 8.5'',6' 9.75'',9' 2'',263.0,7' 2.5'',2004-2005
Arthur Johnson,PF-C,16.30%,-,-,6' 7'',6' 8.5'',9' 1'',262.0,7' 3'',2004-2005
Ivan Koljevic,PG,6.70%,-,-,6' 1'',6' 2'',7' 11'',172.0,6' 2.5'',2004-2005
Herve Lamizana,SF-PF,6.70%,-,-,6' 7.5'',6' 8.5'',8' 11'',210.0,7' 1.5'',2004-2005
Sergei Lishouk,PF-SF,10.50%,-,-,6' 10.25'',6' 11.5'',9' 1.5'',244.0,7' 0'',2004-2005
Shaun Livingston,PG-SG,6.70%,-,-,6' 6.25'',6' 7.5'',8' 9.5'',186.0,6' 11'',2004-2005
Jaime Lloreda,PF,9.90%,-,-,6' 6.75'',6' 8.5'',8' 11'',247.0,6' 9.5'',2004-2005
Bryant Matthews,SF-SG,6.70%,-,-,6' 5.75'',6' 6.75'',8' 9.5'',206.0,7' 0.5'',2004-2005
Marcus Melvin,SF-PF,10.50%,-,-,6' 6.75'',6' 8.5'',8' 9.5'',241.0,7' 0'',2004-2005
Rich Melzer,PF-SF,12.40%,-,-,6' 7.5'',6' 8.75'',8' 11'',229.0,7' 2'',2004-2005
Ricky Minard,PG-SG,8.00%,-,-,6' 3.25'',6' 4.25'',8' 5.5'',198.0,6' 7'',2004-2005
James Moore,PF-SF,8.00%,-,-,6' 6.5'',6' 8'',8' 11'',198.0,7' 0.5'',2004-2005
Marcus Moore,PG-SG,14.80%,-,-,6' 4'',6' 5.25'',8' 5.5'',202.0,6' 9'',2004-2005
Michel Morandais,SG-SF,8.60%,-,-,6' 3.75'',6' 4.75'',8' 6'',205.0,6' 11.5'',2004-2005
Jameer Nelson,PG,8.00%,-,-,5' 11'',6' 0.5'',7' 11'',199.0,6' 2.5'',2004-2005
Misan Nikagbatse,SG-PG,12.90%,-,-,6' 3.5'',6' 4.75'',8' 6'',223.0,6' 10'',2004-2005
Emeka Okafor,C-PF,5.30%,-,-,6' 8.75'',6' 10'',9' 2.5'',257.0,7' 4'',2004-2005
Randall Orr,PF-SF,6.70%,-,-,6' 9'',6' 10.75'',8' 11.5'',193.0,6' 10.5'',2004-2005
Dylan Page,SF,12.30%,-,-,6' 7.5'',6' 8.75'',8' 9'',239.0,6' 7'',2004-2005
Drago Pasalic,PF,12.90%,-,-,6' 9.25'',6' 10.75'',9' 0'',231.0,6' 11.5'',2004-2005
Rickey Paulding,SG,5.30%,-,-,6' 2.75'',6' 4'',8' 5.5'',210.0,6' 9.5'',2004-2005
Kelvin Pena,SG-PG,8.60%,-,-,6' 2.25'',6' 3.25'',8' 3.5'',182.0,6' 6.5'',2004-2005
Tim Pickett,PG-SG,6.00%,-,-,6' 3'',6' 4.25'',8' 4.5'',207.0,6' 7.5'',2004-2005
Omar Quintero,PG,14.10%,-,-,5' 9.75'',5' 11.25'',7' 8.5'',170.0,5' 11.5'',2004-2005
Peter Ramos,C,6.70%,-,-,7' 1.75'',7' 3.25'',9' 3.5'',266.0,7' 5.5'',2004-2005
Jared Reiner,C-PF,12.90%,-,-,6' 10'',6' 11.75'',9' 1'',246.0,7' 0.5'',2004-2005
Lawrence Roberts,PF,9.30%,-,-,6' 7.5'',6' 9'',8' 10.5'',233.0,6' 9.5'',2004-2005
Bernard Robinson,SG-SF,6.00%,-,-,6' 5.25'',6' 6.5'',8' 6'',208.0,6' 10'',2004-2005
Nate Robinson,PG,6.70%,-,-,5' 7.75'',5' 9'',7' 7.5'',181.0,6' 1'',2004-2005
Aerick Sanders,PF,6.70%,-,-,6' 6.5'',6' 7.5'',8' 10'',205.0,6' 11.5'',2004-2005
Romain Sato,SG,6.00%,-,-,6' 2'',6' 3.25'',8' 6.5'',204.0,6' 11'',2004-2005
Blagota Sekulic,SF-PF,9.30%,-,-,6' 9.25'',6' 10.5'',8' 11'',234.0,6' 11'',2004-2005
Josh Smith,SG-SF,6.70%,-,-,6' 7'',6' 8.25'',8' 10.5'',221.0,7' 0'',2004-2005
J.R. Smith,SG-SF,6.70%,-,-,6' 5.5'',6' 6.75'',8' 8'',227.0,6' 10'',2004-2005
Kirk Snyder,SG-SF,9.30%,-,-,6' 6'',6' 6.75'',8' 8'',228.0,6' 9'',2004-2005
Pape Sow,PF-C,9.30%,-,-,6' 8.5'',6' 10'',9' 0.5'',233.0,7' 2'',2004-2005
Tiago Splitter,C-PF,5.30%,-,-,6' 10.25'',6' 11.75'',9' 1.5'',233.0,7' 2'',2004-2005
Blake Stepp,PG,8.00%,-,-,,,,-,,2004-2005
Tom Timmerrmans,PF-C,15.20%,-,-,6' 10.5'',6' 11.5'',8' 11.5'',272.0,6' 11'',2004-2005
Marko Tomas,SG-PG,9.30%,-,-,6' 6.5'',6' 7.75'',8' 7.5'',198.0,6' 7'',2004-2005
Beno Udrih,PG,9.30%,-,-,6' 2.5'',6' 3.75'',8' 2'',199.0,6' 4.5'',2004-2005
Jackson Vroman,PF-C,6.70%,-,-,6' 9.25'',6' 10.75'',8' 9.5'',226.0,7' 0'',2004-2005
Delonte West,PG-SG,6.70%,-,-,6' 1.5'',6' 2.75'',8' 3.5'',183.0,6' 6'',2004-2005
Damien Wilkins,SG-SF,7.30%,-,-,6' 4.5'',6' 6'',8' 10'',222.0,7' 0'',2004-2005
Mike Williams,SF,9.30%,-,-,6' 5.5'',6' 6.5'',8' 9.5'',197.0,6' 11.5'',2004-2005
Nate Williams,PF-SF,12.40%,-,-,6' 8.5'',6' 10'',9' 1.5'',240.0,7' 1.5'',2004-2005
Rashad Wright,PG,8.00%,-,-,6' 0.5'',6' 1.75'',8' 2.5'',190.0,6' 10'',2004-2005
Alex Acker,SG,-%,-,-,6' 3.75'',6' 4.75'',8' 6.5'',183.0,7' 0'',2005-2006
Deji Akindele,C-PF,-%,-,-,6' 9.5'',6' 11'',9' 0.5'',236.4,7' 3'',2005-2006
Mustafa Al-Sayyad,PF-C,-%,-,-,,,,-,,2005-2006
Nemanja Aleksandrov,PF-SF,-%,-,-,6' 10'',7' 0'',9' 2'',220.6,6' 11'',2005-2006
Alan Anderson,SG-SF,-%,-,-,6' 4.5'',6' 6'',8' 8'',223.2,6' 9.5'',2005-2006
Martynas Andriuskevicius,C-PF,-%,-,-,7' 1.25'',7' 3'',9' 4.5'',227.8,6' 11.25'',2005-2006
Sean Banks,SF,-%,-,-,6' 5.75'',6' 7'',9' 0'',206.4,7' 1'',2005-2006
Eddie Basden,SG-SF,-%,-,-,6' 4.25'',6' 5.5'',8' 5'',210.0,6' 10.25'',2005-2006
Mike Bell,SF-PF,-%,-,-,6' 8.75'',6' 9.25'',8' 8.5'',206.2,7' 1.5'',2005-2006
Andrew Bogut,C-PF,-%,-,-,6' 11'',7' 0.25'',9' 2.5'',250.6,7' 3'',2005-2006
Dee Brown,PG-SG,-%,-,-,5' 11'',6' 0'',7' 10'',179.0,6' 2'',2005-2006
Will Bynum,PG-SG,-%,-,-,5' 10.5'',5' 11.5'',7' 9'',188.8,6' 3.5'',2005-2006
Marcus Campbell,C,-%,-,-,6' 10.25'',7' 0.25'',9' 6'',280.4,7' 6'',2005-2006
Will Conroy,PG,-%,-,-,6' 1'',6' 2'',8' 0.5'',188.6,6' 3'',2005-2006
Taylor Coppenrath,PF-SF,-%,-,-,6' 7.75'',6' 9.25'',8' 10.5'',252.4,6' 11.5'',2005-2006
Travis Diener,PG-SG,-%,-,-,5' 11.75'',6' 1'',7' 9.5'',165.2,5' 11.75'',2005-2006
Ike Diogu,PF,-%,-,-,6' 6.5'',6' 8'',9' 1'',255.4,7' 3.5'',2005-2006
Daryl Dorsey,PG,-%,-,-,5' 11.25'',6' 0.5'',7' 10'',160.8,5' 11.5'',2005-2006
Monta Ellis,SG-PG,-%,-,-,6' 2.25'',6' 3.25'',8' 2'',176.6,6' 2.75'',2005-2006
Raymond Felton,PG,-%,-,-,5' 11.5'',6' 0.25'',8' 2'',199.4,6' 4.25'',2005-2006
Rudy Fernandez,SG,-%,-,-,6' 4.75'',6' 6'',8' 5.5'',172.0,6' 7.5'',2005-2006
D'Or Fischer,C-PF,-%,-,-,6' 9.25'',6' 10.5'',9' 2.5'',242.4,7' 6'',2005-2006
Eddy Fobbs,C-PF,-%,-,-,6' 10.25'',6' 11.25'',9' 3.5'',235.2,7' 6.75'',2005-2006
Sharrod Ford,PF,-%,-,-,6' 7.25'',6' 8.25'',8' 10'',212.8,7' 1.5'',2005-2006
Channing Frye,PF-C,-%,-,-,6' 9.5'',6' 10.5'',9' 2.5'',243.6,7' 2.5'',2005-2006
Deng Gai,PF-C,-%,-,-,6' 7.75'',6' 9.25'',9' 2.5'',214.0,7' 4.5'',2005-2006
Francisco Garcia,SF-SG,-%,-,-,6' 5.75'',6' 7'',8' 7'',189.6,6' 10.75'',2005-2006
John Gilchrist,PG,-%,-,-,6' 1.25'',6' 2.5'',8' 0.5'',195.2,6' 9.25'',2005-2006
Marcin Gortat,PF-C,-%,-,-,6' 11'',7' 0'',9' 2'',225.2,7' 3.5'',2005-2006
Joey Graham,SF,-%,-,-,6' 5.25'',6' 6.5'',8' 8'',216.6,6' 8'',2005-2006
Danny Granger,,-%,-,-,6' 7.5'',6' 8.5'',8' 7'',225.4,7' 1.5'',2005-2006
Gerald Green,SF,-%,-,-,6' 6'',6' 7.25'',8' 8'',192.0,6' 9.75'',2005-2006
Charles Hayes,SF-PF,-%,-,-,6' 5.5'',6' 6.75'',8' 8.5'',232.4,6' 10'',2005-2006
Luther Head,PG-SG,-%,-,-,6' 2'',6' 3'',8' 2.5'',178.8,6' 5.25'',2005-2006
Julius Hodge,SG-SF,-%,-,-,6' 6'',6' 7'',8' 11.5'',202.2,7' 0.5'',2005-2006
Jared Homan,C-PF,-%,-,-,6' 7.75'',6' 8.75'',8' 8.5'',248.2,7' 1.25'',2005-2006
Ersan Ilyasova,SF,-%,-,-,6' 7.75'',6' 9'',9' 1.5'',208.8,7' 1.25'',2005-2006
Jarrett Jack,PG,-%,-,-,6' 2.5'',6' 3.5'',8' 4'',197.6,6' 7.5'',2005-2006
Dwayne Jones,C-PF,-%,-,-,6' 8.5'',6' 10'',9' 0.5'',242.2,7' 2.75'',2005-2006
Mindaugas Katelynas,SF-PF,-%,-,-,6' 7.5'',6' 8.5'',8' 9.5'',217.0,6' 11'',2005-2006
Jason Klotz,C-PF,-%,-,-,6' 8.5'',6' 9.75'',8' 11.5'',249.4,6' 10'',2005-2006
Carl Krauser,PG-SG,-%,-,-,5' 11.5'',6' 0.75'',8' 2.5'',193.4,6' 5.5'',2005-2006
Keith Langford,SG-SF,-%,-,-,6' 2.25'',6' 3.5'',8' 5'',203.2,6' 9'',2005-2006
David Lee,PF,-%,-,-,6' 7.75'',6' 9'',8' 10.5'',229.5,7' 0'',2005-2006
David Lucas,PF,-%,-,-,6' 6.5'',6' 7.75'',8' 7.5'',233.4,7' 0'',2005-2006
John Lucas III,PG,-%,-,-,5' 9.25'',5' 10.5'',7' 8'',154.4,6' 0'',2005-2006
Rawle Marshall,SG-SF,-%,-,-,6' 4.5'',6' 5.75'',8' 8'',186.6,7' 1'',2005-2006
Jason Maxiell,PF,-%,-,-,6' 5'',6' 6.25'',8' 11'',257.6,7' 3.25'',2005-2006
Sean May,PF,-%,-,-,6' 7'',6' 8.5'',8' 9'',258.8,7' 1.25'',2005-2006
Rashad McCants,SG,-%,-,-,6' 2.75'',6' 4'',8' 7.5'',201.0,6' 10.75'',2005-2006
Ivan McFarlin,PF,-%,-,-,6' 5.5'',6' 6.75'',8' 9.5'',228.6,6' 9'',2005-2006
Juan Mendez,PF-SF,-%,-,-,6' 5.25'',6' 6.75'',8' 10.5'',231.4,7' 0'',2005-2006
Aaron Miles,PG,-%,-,-,6' 0'',6' 1.5'',7' 10'',174.6,6' 3.5'',2005-2006
Ellis Myles,PF,-%,-,-,6' 6'',6' 7.25'',8' 9.5'',255.2,6' 9.75'',2005-2006
Larry O'Bannon,SG,-%,-,-,6' 3'',6' 4.25'',8' 3.5'',196.0,6' 6'',2005-2006
Drago Pasalic,SF-PF,-%,-,-,6' 9.5'',6' 11'',9' 0.5'',238.8,6' 11.75'',2005-2006
Chris Paul,PG,-%,-,-,5' 11.75'',6' 1'',7' 9'',178.0,6' 4.25'',2005-2006
Kevin Pittsnogle,PF,-%,-,-,6' 9.25'',6' 10.25'',8' 10'',259.2,6' 10.5'',2005-2006
Carlos Powell,SF-PF,-%,-,-,6' 5.25'',6' 6.75'',8' 9'',221.8,6' 10.75'',2005-2006
Roger Powell,SF,-%,-,-,6' 4.75'',6' 6'',8' 8'',218.6,6' 11.5'',2005-2006
Ronnie Price,PG,-%,-,-,6' 0.75'',6' 2.25'',8' 0.5'',184.8,6' 5.5'',2005-2006
Anthony Roberson,PG,-%,-,-,6' 0.75'',6' 2.5'',7' 11'',178.8,6' 2.75'',2005-2006
Brandon Rush,SG-SF,-%,-,-,6' 5'',6' 6.5'',8' 8.5'',211.4,6' 11.25'',2005-2006
Luke Schenscher,C,-%,-,-,6' 11.75'',7' 1.5'',9' 3.5'',241.6,7' 5'',2005-2006
Wayne Simien,PF,-%,-,-,6' 7.25'',6' 9'',8' 11'',255.8,7' 0'',2005-2006
Tre Simmons,SG-SF,-%,-,-,6' 4'',6' 5'',8' 6.5'',194.2,6' 7.5'',2005-2006
David Simon,C-PF,-%,-,-,6' 8'',6' 9.5'',9' 0'',258.8,7' 3.5'',2005-2006
Chris Taft,PF,-%,-,-,6' 8.5'',6' 9.5'',9' 1'',261.0,7' 1.75'',2005-2006
Chris Thomas,PG,-%,-,-,5' 11.75'',6' 1'',7' 11'',176.2,6' 3'',2005-2006
Omar Thomas,SF-SG,-%,-,-,6' 3.25'',6' 4.5'',8' 6'',200.0,6' 8'',2005-2006
Dijon Thompson,SF-SG,-%,-,-,6' 6.25'',6' 8'',8' 9.5'',195.8,6' 9.75'',2005-2006
Ronny Turiaf,PF,-%,-,-,6' 8'',6' 9.25'',8' 10.5'',237.8,7' 1.5'',2005-2006
Charlie Villanueva,PF-SF,-%,-,-,6' 9'',6' 9.5'',9' 1'',236.6,7' 0.25'',2005-2006
Hakim Warrick,PF-SF,-%,-,-,6' 7.25'',6' 8.5'',9' 0'',215.0,7' 2'',2005-2006
Martell Webster,SF,-%,-,-,6' 6'',6' 7.5'',8' 10'',229.6,6' 11'',2005-2006
Robert Whaley,PF-C,-%,-,-,6' 8'',6' 9'',9' 0'',269.4,7' 2'',2005-2006
Marvin Williams,PF-SF,-%,-,-,6' 7'',6' 8.25'',9' 0'',228.2,7' 3.5'',2005-2006
Deron Williams,PG,-%,-,-,6' 1.75'',6' 2.75'',8' 2'',202.4,6' 6.25'',2005-2006
Jawad Williams,SF,-%,-,-,6' 7'',6' 8'',8' 10.5'',218.0,7' 1.25'',2005-2006
Antoine Wright,SF-SG,-%,-,-,6' 5.25'',6' 6.25'',8' 8.5'',202.6,6' 8.75'',2005-2006
Bracey Wright,SG-PG,-%,-,-,6' 1.25'',6' 2.5'',8' 4.5'',186.8,6' 10'',2005-2006
Kenny Adeleke,PF-C,10.50%,-,-,6' 6.5'',6' 7.75'',8' 8'',250.0,6' 10.25'',2006-2007
Maurice Ager,SG-PG,8.00%,-,-,6' 3.25'',6' 4.5'',8' 5.5'',203.0,6' 7.75'',2006-2007
LaMarcus Aldridge,PF-C,8.70%,-,-,6' 10'',6' 11.25'',9' 2'',234.0,7' 4.75'',2006-2007
Morris Almond,SG-SF,6.90%,-,-,6' 4.75'',6' 6'',8' 6.5'',214.0,6' 10'',2006-2007
Lou Amundson,PF,6.80%,-,-,6' 7.2'',6' 8'',8' 7.5'',221.0,6' 11.5'',2006-2007
Rashad Anderson,SG,17.30%,-,-,6' 3.25'',6' 4.5'',8' 4'',224.0,6' 7'',2006-2007
Hilton Armstrong,C-PF,6.30%,-,-,6' 9.5'',6' 10.25'',9' 1'',240.0,7' 4'',2006-2007
James Augustine,PF,5.50%,-,-,6' 8.25'',6' 9.75'',8' 8'',227.0,7' 0.25'',2006-2007
Renaldo Balkman,SF-PF,4.90%,-,-,6' 5.25'',6' 6.5'',8' 8.5'',206.0,7' 1'',2006-2007
J.P. Batista,PF,12.00%,-,-,6' 7.5'',6' 8.5'',8' 7.5'',265.0,6' 10'',2006-2007
Will Blalock,PG,7.20%,-,-,5' 11.25'',6' 0.5'',8' 0.5'',194.0,6' 6'',2006-2007
Brandon Bowman,SF,8.40%,-,-,6' 6.75'',6' 8.25'',8' 7'',209.0,6' 11.5'',2006-2007
Ronnie Brewer,SG-PG,5.00%,-,-,6' 5.75'',6' 6.75'',8' 7.5'',223.0,6' 11.25'',2006-2007
Denham Brown,SG-SF,9.00%,-,-,6' 4'',6' 5'',8' 6.5'',218.0,6' 9.5'',2006-2007
Brad Buckman,PF,10.50%,-,-,6' 7.25'',6' 8.75'',8' 11.5'',238.0,7' 0'',2006-2007
Nik Caner-Medley,SF,9.60%,-,-,6' 6.5'',6' 8'',8' 7'',234.0,6' 9'',2006-2007
Rodney Carney,SG-SF,5.30%,-,-,6' 4.5'',6' 5.75'',8' 7.5'',204.0,6' 10'',2006-2007
Keydren Clark,PG,11.60%,-,-,5' 9'',5' 10.25'',7' 8.5'',184.0,6' 2.5'',2006-2007
Mardy Collins,PG-SG,10.00%,-,-,6' 4.25'',6' 5.5'',8' 7'',224.0,6' 10'',2006-2007
Taquan Dean,SG-PG,3.90%,-,-,6' 2'',6' 3'',8' 2'',183.0,6' 6.75'',2006-2007
Terence Dials,PF-C,15.80%,-,-,6' 7.75'',6' 9'',8' 10'',253.0,7' 0'',2006-2007
Sean Dockery,PG-SG,7.30%,-,-,6' 0.75'',6' 2'',7' 11.5'',182.0,6' 4.5'',2006-2007
Jordan Farmar,PG,4.40%,-,-,6' 0.75'',6' 2'',7' 10.5'',171.0,6' 3'',2006-2007
Randy Foye,SG-PG,10.00%,-,-,6' 2.25'',6' 3.25'',8' 1'',212.0,6' 6.25'',2006-2007
Torin Francis,PF-C,12.40%,-,-,6' 9'',6' 10'',8' 9.5'',247.0,7' 1'',2006-2007
Rudy Gay,SF-PF,5.70%,-,-,6' 7'',6' 8'',8' 11.5'',222.0,7' 3'',2006-2007
Nick George,SF-SG,6.00%,-,-,6' 4'',6' 5.75'',8' 7'',201.0,6' 10'',2006-2007
Taj Gray,PF-SF,6.80%,-,-,6' 7.25'',6' 8.5'',8' 11'',231.0,7' 0.75'',2006-2007
Dan Grunfeld,SF-SG,10.40%,-,-,6' 4.75'',6' 6'',8' 3'',216.0,6' 6.25'',2006-2007
Matt Haryasz,PF-C,9.80%,-,-,6' 9.75'',6' 11'',8' 11.5'',219.0,7' 0.25'',2006-2007
Eric Hicks,PF,7.10%,-,-,6' 4.75'',6' 5.5'',8' 9.5'',238.0,7' 1.5'',2006-2007
Tedric Hill,SF-PF,7.30%,-,-,6' 7.75'',6' 9'',8' 11'',236.0,7' 1'',2006-2007
